,loan_amnt,installment,annual_inc,result,type
15250,8875,315.94,38000,0,妗ヤ笢鍖?
15251,1000,34.78,39960,0,妗ヨタ鍖?
15252,5200,118.29,47500,0,瀹ｅ寲鍖?
15253,6250,137.43,24996,0,涓嬭姳鍥尯
15254,7200,163.79,30000,0,涓囧叏鍖?
15255,9000,227.38,65004,0,宕囩ぜ鍖?
15256,7975,248.04,43200,0,寮犲寳鍘?
15257,5000,152.09,70008,0,搴蜂繚鍘?
15258,7000,170.19,90000,0,娌芥簮鍘?
15259,25000,457.11,274992,0,灏氫箟鍘?
15260,3000,91.26,91000,0,钄氬幙
15261,10000,354,48200,1,闃冲師鍘?
15262,20000,678.61,79000,0,鎬€瀹夊幙
15263,15000,466.53,45000,0,鎬€鏉ュ幙
15264,1200,40.47,27600,0,娑块箍鍘?
15265,6600,205.28,29000,0,璧ゅ煄鍘?
15266,15000,488.18,87000,0,瀹氬叴鍘?
15267,2600,90.93,40000,0,鍞愬幙
15268,12000,406.82,92000,0,楂橀槼鍘?
15269,6000,138.03,41496,0,瀹瑰煄鍘?
15270,5000,111.2,50004,0,娑炴簮鍘?
15271,5000,108.69,51600,0,鏈涢兘鍘?
15272,5175,171.86,90000,0,瀹夋柊鍘?
15273,14500,474.65,64656,0,鏄撳幙
15274,10000,311.02,102000,0,鏇查槼鍘?
15275,15000,456.27,52800,0,锠″幙
15276,4000,103.31,30000,0,椤哄钩鍘?
15277,24000,359.83,77196,0,鍗氶噹鍘?
15278,35000,573.04,92000,1,闆勫幙
15279,18000,568.14,101000,0,娑垮窞甯?
15280,35000,551.66,135000,0,瀹氬窞甯?
15281,7600,239.88,18000,1,瀹夊浗甯?
15282,25000,365.55,45000,1,楂樼搴楀競
15283,2200,73.07,58788,0,寮犲鍙ｅ競
15284,1700,53.66,53040,0,妗ヤ笢鍖?
15285,20000,444.79,200000,0,妗ヨタ鍖?
15286,15000,512.6,61000,0,瀹ｅ寲鍖?
15287,13000,276.15,44400,0,涓嬭姳鍥尯
15288,7000,230.8,50000,0,涓囧叏鍖?
15289,35000,585.12,108000,0,宕囩ぜ鍖?
15290,10000,311.02,63000,0,寮犲寳鍘?
15291,8000,194.51,40000,0,搴蜂繚鍘?
15292,3200,101.01,50000,0,娌芥簮鍘?
15293,4000,91,34000,0,灏氫箟鍘?
15294,3000,94.69,43000,0,钄氬幙
15295,13000,419.42,60000,1,闃冲師鍘?
15296,12000,433.77,57000,0,鎬€瀹夊幙
15297,10000,325.45,195054.78,0,鎬€鏉ュ幙
15298,4800,149.29,33000,0,娑块箍鍘?
15299,15000,318.64,47590,0,璧ゅ煄鍘?
15300,4500,135.72,70000,0,瀹氬叴鍘?
15301,20500,281.74,34800,1,鍞愬幙
15302,10000,258.26,83374,1,楂橀槼鍘?
15303,25000,508.99,77500,0,瀹瑰煄鍘?
15304,16000,378.88,41800,0,娑炴簮鍘?
15305,29500,464.21,180000,1,鏈涢兘鍘?
15306,9000,228.5,38400,1,瀹夋柊鍘?
15307,5300,126.87,68000,0,鏄撳幙
15308,9600,241.13,80004,1,鏇查槼鍘?
15309,1400,30.44,24000,0,锠″幙
15310,8000,194.51,65000,0,椤哄钩鍘?
15311,5275,178.99,57600,0,鍗氶噹鍘?
15312,9600,245.82,43000,1,闆勫幙
15313,13000,285.84,103008,0,娑垮窞甯?
15314,4000,139.12,42000,1,瀹氬窞甯?
15315,22500,310.2,45000,0,瀹夊浗甯?
15316,5000,161.32,35000,0,楂樼搴楀競
15317,25000,619.22,63144,0,寮犲鍙ｅ競
15318,3600,85.25,33588,0,妗ヤ笢鍖?
15319,35000,566.22,90000,0,妗ヨタ鍖?
15320,20000,512.13,43200,0,瀹ｅ寲鍖?
15321,7200,239.11,28800,1,涓嬭姳鍥尯
15322,35000,665.8,168000,0,涓囧叏鍖?
15323,9250,327.45,31000,0,宕囩ぜ鍖?
15324,14000,332.4,250000,0,寮犲寳鍘?
15325,12000,263.86,40560,0,搴蜂繚鍘?
15326,9000,296.75,35000,1,娌芥簮鍘?
15327,10400,342.91,90000,0,灏氫箟鍘?
15328,6000,196.41,120000,0,钄氬幙
15329,11000,342.12,105000,0,闃冲師鍘?
15330,2925,74.26,27600,1,鎬€瀹夊幙
15331,6800,211.5,144000,0,鎬€鏉ュ幙
15332,2500,53.85,47496,0,娑块箍鍘?
15333,5000,155.51,23484,0,璧ゅ煄鍘?
15334,20050,652.53,76000,0,瀹氬叴鍘?
15335,2525,64.11,42000,1,鍞愬幙
15336,20000,439.76,204000,0,楂橀槼鍘?
15337,2800,91.66,52000,0,瀹瑰煄鍘?
15338,10000,222.4,42000,0,娑炴簮鍘?
15339,2500,80.66,40000,0,鏈涢兘鍘?
15340,4000,135.73,24000,0,瀹夋柊鍘?
15341,15000,488.18,61800,0,鏄撳幙
15342,2950,105.9,9600,1,鏇查槼鍘?
15343,12000,284.16,54996,0,锠″幙
15344,20000,512.13,125000,0,椤哄钩鍘?
15345,1000,34.18,87000,0,鍗氶噹鍘?
15346,3000,90.48,47000,0,闆勫幙
15347,15000,238.45,72500,0,娑垮窞甯?
15348,12000,378.76,275000,0,瀹氬窞甯?
15349,20000,495.87,50000,1,瀹夊浗甯?
15350,5000,115.03,30000,0,楂樼搴楀競
15351,18000,568.14,60000,0,寮犲鍙ｅ競
15352,8400,278.97,51300,0,妗ヤ笢鍖?
15353,6200,215.63,29004,0,妗ヨタ鍖?
15354,5600,147.41,35000,0,瀹ｅ寲鍖?
15355,3000,104.34,9000,0,涓嬭姳鍥尯
15356,3000,98.21,99000,0,涓囧叏鍖?
15357,14000,451.68,70032,0,宕囩ぜ鍖?
15358,35000,1088.56,94400,0,寮犲寳鍘?
15359,6800,244.11,60000,0,搴蜂繚鍘?
15360,6400,155.61,42000,0,娌芥簮鍘?
15361,12000,313.21,60000,0,灏氫箟鍘?
15362,3000,104.91,61000,0,钄氬幙
15363,12000,246.15,40000,0,闃冲師鍘?
15364,6000,196.41,49992,0,鎬€瀹夊幙
15365,9800,309.32,130000,0,鎬€鏉ュ幙
15366,10625,289.6,32400,0,娑块箍鍘?
15367,5500,138.15,39996,0,璧ゅ煄鍘?
15368,12000,404.27,86004,0,瀹氬叴鍘?
15369,30000,836.78,64000,0,鍞愬幙
15370,10000,327.34,41000,0,楂橀槼鍘?
15371,4500,96.93,45000,0,瀹瑰煄鍘?
15372,7500,265.5,44604,0,娑炴簮鍘?
15373,10000,304.18,40000,0,鏈涢兘鍘?
15374,15000,488.18,72000,0,瀹夋柊鍘?
15375,8400,274.97,28000,1,鏄撳幙
15376,5000,162.73,24000,0,鏇查槼鍘?
15377,10000,308.73,61000,0,锠″幙
15378,28000,883.77,132652.8,0,椤哄钩鍘?
15379,9000,226.06,35000,0,鍗氶噹鍘?
15380,15000,302.8,130000,0,闆勫幙
15381,22000,355.62,58000,0,娑垮窞甯?
15382,14000,432.22,61000,0,瀹氬窞甯?
15383,10000,304.18,45336,0,瀹夊浗甯?
15384,7200,223.94,26400,0,楂樼搴楀競
15385,11050,343.68,32000,0,寮犲鍙ｅ競
15386,10000,311.02,130000,0,妗ヤ笢鍖?
15387,3600,89.26,40000,1,妗ヨタ鍖?
15388,6250,151.96,60000,0,瀹ｅ寲鍖?
15389,15000,463.09,48000,0,涓嬭姳鍥尯
15390,5000,155.51,44000,0,涓囧叏鍖?
15391,2500,81.37,42000,0,宕囩ぜ鍖?
15392,5000,175.77,45360,0,寮犲寳鍘?
15393,6000,207.38,60000,0,搴蜂繚鍘?
15394,15000,376.76,64704,0,娌芥簮鍘?
15395,9600,298.58,30000,0,灏氫箟鍘?
15396,5000,150.8,50000,1,钄氬幙
15397,4800,146.01,46576,0,闃冲師鍘?
15398,9700,231.94,113000,0,鎬€瀹夊幙
15399,11500,285.13,73500,0,鎬€鏉ュ幙
15400,9000,284.07,42000,0,娑块箍鍘?
15401,9600,220.85,100000,0,璧ゅ煄鍘?
15402,6000,197.83,24000,0,瀹氬叴鍘?
15403,24000,459.53,67000,0,鍞愬幙
15404,10000,270.48,100000,0,楂橀槼鍘?
15405,4000,92.02,39000,0,瀹瑰煄鍘?
15406,11000,233.67,43000,0,娑炴簮鍘?
15407,12000,266.88,35000,0,鏈涢兘鍘?
15408,5500,180.04,44000,0,瀹夋柊鍘?
15409,9000,221.22,27000,0,鏄撳幙
15410,20000,495.87,48000,1,鏇查槼鍘?
15411,28500,461.98,56400,0,锠″幙
15412,5000,121.57,40000,0,椤哄钩鍘?
15413,12000,324.58,100000,0,鍗氶噹鍘?
15414,2000,65.47,43200,0,闆勫幙
15415,7100,219.2,95000,0,娑垮窞甯?
15416,10400,313.67,65000,0,瀹氬窞甯?
15417,10800,379.65,54000,1,瀹夊浗甯?
15418,35000,552.02,92160,0,楂樼搴楀競
15419,35000,1223.95,80000,0,寮犲鍙ｅ競
15420,11525,347.6,106800,0,妗ヤ笢鍖?
15421,15000,368.69,88000,0,妗ヨタ鍖?
15422,20000,434.75,76445,0,瀹ｅ寲鍖?
15423,17875,276.96,39672,0,涓嬭姳鍥尯
15424,10200,317.24,125000,0,涓囧叏鍖?
15425,12000,398.52,52000,0,宕囩ぜ鍖?
15426,2225,50.62,25000,0,寮犲寳鍘?
15427,35000,1217.24,300000,0,搴蜂繚鍘?
15428,9550,232.19,50000,0,娌芥簮鍘?
15429,3500,116.24,68000,0,灏氫箟鍘?
15430,4800,166.94,29004,0,钄氬幙
15431,5000,168.45,80000,0,闃冲師鍘?
15432,2500,81.37,24000,0,鎬€瀹夊幙
15433,9500,224.96,36000,0,鎬€鏉ュ幙
15434,3600,108.58,60000,0,娑块箍鍘?
15435,15000,376.76,52000,0,璧ゅ煄鍘?
15436,4000,100.47,60000,0,瀹氬叴鍘?
15437,18000,414.09,69000,0,鍞愬幙
15438,2400,74.65,60000,0,楂橀槼鍘?
15439,6000,197.83,48000,1,瀹瑰煄鍘?
15440,10000,304.18,39204,0,娑炴簮鍘?
15441,4250,139.12,27500,0,鏈涢兘鍘?
15442,10000,327.34,42000,0,瀹夋柊鍘?
15443,5000,113.74,12000,0,鏄撳幙
15444,6000,186.61,30720,0,鏇查槼鍘?
15445,7000,216.11,73440,0,锠″幙
15446,5600,185.98,52884,0,椤哄钩鍘?
15447,13100,407.44,71040,0,鍗氶噹鍘?
15448,12000,410.08,60000,0,闆勫幙
15449,5875,197.93,49680,0,娑垮窞甯?
15450,2250,71.02,18000,0,瀹氬窞甯?
15451,16425,432.34,53000,0,瀹夊浗甯?
15452,22000,513.85,108000,0,楂樼搴楀競
15453,4000,106.54,65000,0,寮犲鍙ｅ競
15454,8000,177.92,58000,1,妗ヤ笢鍖?
15455,7350,228.6,44995,0,妗ヨタ鍖?
15456,3500,119.61,110000,0,瀹ｅ寲鍖?
15457,17750,602.27,48000,0,涓嬭姳鍥尯
15458,13200,456.23,90888,0,涓囧叏鍖?
15459,16000,355.84,32000,0,宕囩ぜ鍖?
15460,3400,83.41,14400,0,寮犲寳鍘?
15461,16000,456.49,35088,0,搴蜂繚鍘?
15462,8000,204.24,45600,1,娌芥簮鍘?
15463,30000,753.51,170004,0,灏氫箟鍘?
15464,25000,830.24,100000,0,钄氬幙
15465,6000,150.71,30000,0,闃冲師鍘?
15466,6000,208.67,55000,0,鎬€瀹夊幙
15467,20000,287.48,70000,0,鎬€鏉ュ幙
15468,6000,185.24,78000,0,娑块箍鍘?
15469,10000,325.45,56820,1,璧ゅ煄鍘?
15470,3000,93.31,47000,0,瀹氬叴鍘?
15471,5000,157.82,24996,1,鍞愬幙
15472,6000,186.61,35000,0,楂橀槼鍘?
15473,20800,532.61,62208,1,瀹瑰煄鍘?
15474,10000,311.02,30000,0,娑炴簮鍘?
15475,28000,562.29,56000,0,鏈涢兘鍘?
15476,3000,104.34,45314,1,瀹夋柊鍘?
15477,8000,248.82,55000,0,鏄撳幙
15478,15000,368.69,135000,1,鏇查槼鍘?
15479,11500,349.81,53913,0,锠″幙
15480,8000,289.18,30000,0,椤哄钩鍘?
15481,5000,164.86,40000,0,鍗氶噹鍘?
15482,6000,185.24,36000,0,闆勫幙
15483,18000,391.28,101400,0,娑垮窞甯?
15484,7700,267.8,63000,0,瀹氬窞甯?
15485,10800,234.77,36000,0,瀹夊浗甯?
15486,6000,209.82,35004,0,楂樼搴楀競
15487,17500,469.71,62880,0,寮犲鍙ｅ競
15488,2000,60.32,65000,0,妗ヤ笢鍖?
15489,12000,430.77,60000,1,妗ヨタ鍖?
15490,16000,497.63,44000,0,瀹ｅ寲鍖?
15491,5200,132.02,54144,0,涓嬭姳鍥尯
15492,12000,395.66,75000,1,涓囧叏鍖?
15493,10000,247.94,65000,0,宕囩ぜ鍖?
15494,35000,608.6,140000,0,寮犲寳鍘?
15495,3500,115.4,31500,0,搴蜂繚鍘?
15496,3000,78.97,360000,0,娌芥簮鍘?
15497,18000,483.13,110000,0,灏氫箟鍘?
15498,35000,632.06,85000,0,钄氬幙
15499,6000,185.24,80000,0,闃冲師鍘?
15500,13500,286.77,60000,0,鎬€瀹夊幙
15501,3500,86.78,14000,0,鎬€鏉ュ幙
15502,10175,226.29,53004,0,娑块箍鍘?
15503,15000,527.29,74000,1,璧ゅ煄鍘?
15504,24000,577.16,98000,0,瀹氬叴鍘?
15505,4000,120.64,27600,0,鍞愬幙
15506,14500,450.98,120000,0,楂橀槼鍘?
15507,20000,654.68,82000,0,瀹瑰煄鍘?
15508,10000,230.05,34800,0,娑炴簮鍘?
15509,3000,90.48,75000,0,鏈涢兘鍘?
15510,26000,378.43,70446.2,0,瀹夋柊鍘?
15511,11100,302.55,50000,1,鏄撳幙
15512,10000,311.02,59000,0,鏇查槼鍘?
15513,13500,445.12,201000,0,锠″幙
15514,10500,276.38,160000,0,椤哄钩鍘?
15515,6250,197.27,24000,0,鍗氶噹鍘?
15516,12000,398.52,37596,0,闆勫幙
15517,8000,261.88,27996,0,娑垮窞甯?
15518,17000,292.37,94000,0,瀹氬窞甯?
15519,5600,143.4,67200,1,瀹夊浗甯?
15520,12000,398.52,26000,0,楂樼搴楀競
15521,1200,42.19,25200,1,寮犲鍙ｅ競
15522,6800,229.09,39270,0,妗ヤ笢鍖?
15523,16000,282.45,65000,0,妗ヨタ鍖?
15524,8400,213.26,35000,0,瀹ｅ寲鍖?
15525,24000,457.76,63052,0,涓嬭姳鍥尯
15526,4900,171.36,65000,1,涓囧叏鍖?
15527,17000,378.07,58000,1,宕囩ぜ鍖?
15528,9600,298.58,21600,0,寮犲寳鍘?
15529,24000,619.81,93000,1,搴蜂繚鍘?
15530,9000,243.43,21000,0,娌芥簮鍘?
15531,5000,113.74,43200,0,灏氫箟鍘?
15532,30000,422.25,249996,0,钄氬幙
15533,5000,163.67,60000,0,闃冲師鍘?
15534,14400,368.73,82296,0,鎬€瀹夊幙
15535,2800,66.31,20496,1,鎬€鏉ュ幙
15536,6000,142.08,40000,1,娑块箍鍘?
15537,10000,261.01,91745,0,璧ゅ煄鍘?
15538,7750,172.36,60000,0,瀹氬叴鍘?
15539,8450,257.03,30000,0,鍞愬幙
15540,9600,211.09,75000,0,楂橀槼鍘?
15541,25975,466.04,55200,1,瀹瑰煄鍘?
15542,11500,371.02,108000,0,娑炴簮鍘?
15543,20000,345.36,70800,0,鏈涢兘鍘?
15544,18800,580.41,55000,0,瀹夋柊鍘?
15545,10800,353.53,50000,0,鏄撳幙
15546,4500,135.72,25200,0,鏇查槼鍘?
15547,10800,328.51,63000,0,锠″幙
15548,8000,186.11,66000,1,椤哄钩鍘?
15549,3200,104.15,160000,0,鍗氶噹鍘?
15550,3500,108.06,27600,0,闆勫幙
15551,20000,622.04,99996,0,娑垮窞甯?
15552,7000,159.24,36000,0,瀹氬窞甯?
15553,4500,139.96,50004,0,瀹夊浗甯?
15554,7000,216.11,30156,1,楂樼搴楀競
15555,9000,273.76,140000,0,寮犲鍙ｅ競
15556,15000,531,52360,0,妗ヤ笢鍖?
15557,7500,254.48,26886.48,0,妗ヨタ鍖?
15558,17000,556.48,78000,0,瀹ｅ寲鍖?
15559,10000,315.63,45912,1,涓嬭姳鍥尯
15560,6500,205.16,21600,0,涓囧叏鍖?
15561,9000,294.61,178000,0,宕囩ぜ鍖?
15562,8000,260.36,48000,0,寮犲寳鍘?
15563,16000,486.68,40000,0,搴蜂繚鍘?
15564,1050,32.42,6000,0,娌芥簮鍘?
15565,5600,190.02,40000,0,灏氫箟鍘?
15566,6000,182.51,72000,0,钄氬幙
15567,24575,617.25,84500,1,闃冲師鍘?
15568,19000,506.04,30720,0,鎬€瀹夊幙
15569,3200,98.8,51996,0,鎬€鏉ュ幙
15570,21000,527.46,100000,0,娑块箍鍘?
15571,10000,339.31,39216,0,璧ゅ煄鍘?
15572,4800,105.55,65000,1,瀹氬叴鍘?
15573,10000,304.18,180000,0,鍞愬幙
15574,10000,332.1,192000,0,楂橀槼鍘?
15575,10000,256.07,72000,0,瀹瑰煄鍘?
15576,18000,418.74,50000,0,娑炴簮鍘?
15577,8000,248.82,55000,0,鏈涢兘鍘?
15578,14000,322.07,48444,0,瀹夋柊鍘?
15579,6800,214.63,130000,0,鏄撳幙
15580,4200,109.63,55000,0,鏇查槼鍘?
15581,18000,456.99,37000,0,锠″幙
15582,6000,186.61,65000,0,椤哄钩鍘?
15583,14400,444.57,43000,0,鍗氶噹鍘?
15584,10000,315.63,35000,0,闆勫幙
15585,10000,304.18,50004,0,娑垮窞甯?
15586,16500,366.96,75000,0,瀹氬窞甯?
15587,20000,699.4,80000,0,瀹夊浗甯?
15588,3500,87.91,56004,0,楂樼搴楀競
15589,10000,341.73,55000,0,寮犲鍙ｅ競
15590,3000,91.26,112000,0,妗ヤ笢鍖?
15591,10750,254.56,45000,0,妗ヨタ鍖?
15592,4000,130.94,70000,0,瀹ｅ寲鍖?
15593,12000,392.81,115800,0,涓嬭姳鍥尯
15594,10000,311.02,90000,0,涓囧叏鍖?
15595,10000,261.01,73000,1,宕囩ぜ鍖?
15596,9325,207.39,32020,0,寮犲寳鍘?
15597,6000,185.24,34000,0,搴蜂繚鍘?
15598,4125,125.48,60000,0,娌芥簮鍘?
15599,4500,148.38,42000,0,灏氫箟鍘?
15600,6000,189.38,70000,0,钄氬幙
15601,3500,116.24,27048,0,闃冲師鍘?
15602,9975,229.48,60000,1,鎬€瀹夊幙
15603,10000,336.9,35238.48,1,鎬€鏉ュ幙
15604,12000,365.01,75000,0,娑块箍鍘?
15605,20000,549.43,45444,0,璧ゅ煄鍘?
15606,4200,142.51,52000,0,瀹氬叴鍘?
15607,8325,209.19,30000,1,鍞愬幙
15608,3000,101.8,85000,0,楂橀槼鍘?
15609,4000,140.61,32160,0,瀹瑰煄鍘?
15610,12000,361.92,33600,0,娑炴簮鍘?
15611,2400,59,14400,0,鏈涢兘鍘?
15612,7000,244.79,27600,1,瀹夋柊鍘?
15613,2000,63.13,28800,0,鏄撳幙
15614,25000,450.89,105000,0,鏇查槼鍘?
15615,14000,458.28,59000,0,锠″幙
15616,8250,250.95,53329,0,椤哄钩鍘?
15617,10000,315.63,62000,0,鍗氶噹鍘?
15618,17400,577.85,82000,0,闆勫幙
15619,5000,130.51,36000,1,娑垮窞甯?
15620,15000,348.95,121500,1,瀹氬窞甯?
15621,18000,568.14,132000,0,瀹夊浗甯?
15622,11250,261.71,64000,1,楂樼搴楀競
15623,11300,351.45,71000,0,寮犲鍙ｅ競
15624,12000,263.86,53000,0,妗ヤ笢鍖?
15625,4750,102.31,45000,0,妗ヨタ鍖?
15626,1600,54.29,28500,1,瀹ｅ寲鍖?
15627,10000,311.02,73000,0,涓嬭姳鍥尯
15628,20000,654.68,69600,1,涓囧叏鍖?
15629,16000,542.89,55000,1,宕囩ぜ鍖?
15630,10000,332.1,64000,0,寮犲寳鍘?
15631,5000,122.9,48000,1,搴蜂繚鍘?
15632,6600,205.28,120000,0,娌芥簮鍘?
15633,6000,130.43,25000,0,灏氫箟鍘?
15634,5000,125.59,40896,0,钄氬幙
15635,12000,361.92,150000,0,闃冲師鍘?
15636,8000,198.35,61056,0,鎬€瀹夊幙
15637,6400,162.49,62000,0,鎬€鏉ュ幙
15638,2400,74.1,38400,0,娑块箍鍘?
15639,28000,556.51,80400,0,璧ゅ煄鍘?
15640,19700,438.12,37800,1,瀹氬叴鍘?
15641,1800,60.65,48000,1,鍞愬幙
15642,30000,558.85,114996,1,楂橀槼鍘?
15643,4000,136.7,44700,0,瀹瑰煄鍘?
15644,3600,111.97,51300,0,娑炴簮鍘?
15645,5000,128.04,18000,1,鏈涢兘鍘?
15646,12500,388.78,49000,0,瀹夋柊鍘?
15647,8000,181.99,35000,0,鏄撳幙
15648,4800,109.2,59004,0,鏇查槼鍘?
15649,2500,89.75,43000,1,锠″幙
15650,14100,324.37,61000,0,椤哄钩鍘?
15651,15000,466.53,90000,0,鍗氶噹鍘?
15652,30000,667.19,100000,1,闆勫幙
15653,4000,135.73,107000,0,娑垮窞甯?
15654,11325,295.59,48000,1,瀹氬窞甯?
15655,3000,102.52,53000,0,瀹夊浗甯?
15656,20000,664.2,65000,0,楂樼搴楀競
15657,17475,544.87,35000,0,寮犲鍙ｅ競
15658,12000,387.15,72000,0,妗ヤ笢鍖?
15659,3200,109.36,30000,0,妗ヨタ鍖?
15660,7500,185.96,21600,1,瀹ｅ寲鍖?
15661,13000,410.32,222000,0,涓嬭姳鍥尯
15662,2400,80.86,48000,0,涓囧叏鍖?
15663,20000,664.2,100970,1,宕囩ぜ鍖?
15664,20375,633.7,54000,0,寮犲寳鍘?
15665,9000,290.37,46200,0,搴蜂繚鍘?
15666,10000,315.63,80000,0,娌芥簮鍘?
15667,3600,122.15,48000,1,灏氫箟鍘?
15668,13000,276.22,44004,0,钄氬幙
15669,6400,132.64,75000,0,闃冲師鍘?
15670,25000,686.79,45000,1,鎬€瀹夊幙
15671,18000,437.63,40518,0,鎬€鏉ュ幙
15672,21500,533.06,100000,0,娑块箍鍘?
15673,2000,66.42,76248,0,璧ゅ煄鍘?
15674,5600,183.32,66000,0,瀹氬叴鍘?
15675,10000,243.13,105000,0,鍞愬幙
15676,10000,230.05,128000,0,楂橀槼鍘?
15677,3500,74.35,67200,0,瀹瑰煄鍘?
15678,15000,348.95,95000,1,娑炴簮鍘?
15679,35000,805.17,150000,0,鏈涢兘鍘?
15680,14400,365.59,249996,0,瀹夋柊鍘?
15681,15875,353.06,60000,0,鏄撳幙
15682,14400,488.6,79820,0,鏇查槼鍘?
15683,20500,563.17,56300,1,锠″幙
15684,6500,141.3,63000,1,椤哄钩鍘?
15685,6400,211.02,36000,0,鍗氶噹鍘?
15686,6000,202.14,50000,0,闆勫幙
15687,10200,317.24,125000,0,娑垮窞甯?
15688,30000,696.08,99996,1,瀹氬窞甯?
15689,6075,184.79,37000,0,瀹夊浗甯?
15690,3000,90.48,57000,0,楂樼搴楀競
15691,2650,86.25,46728,0,寮犲鍙ｅ競
15692,2400,74.65,150600,0,妗ヤ笢鍖?
15693,3600,113.63,30000,0,妗ヨタ鍖?
15694,12000,373.22,32000,0,瀹ｅ寲鍖?
15695,20000,460.1,75000,1,涓嬭姳鍥尯
15696,21000,477.71,130000,0,涓囧叏鍖?
15697,6000,199.26,100000,0,宕囩ぜ鍖?
15698,1450,31.24,24000,0,寮犲寳鍘?
15699,35000,636.78,220000,0,搴蜂繚鍘?
15700,15350,333.67,125000,0,娌芥簮鍘?
15701,12500,388.78,98850,0,灏氫箟鍘?
15702,9050,281.47,42000,0,钄氬幙
15703,5000,169.66,114996,0,闃冲師鍘?
15704,6000,180.96,42000,0,鎬€瀹夊幙
15705,4000,120.64,54000,0,鎬€鏉ュ幙
15706,12000,410.08,36000,0,娑块箍鍘?
15707,15000,333.6,65000,0,璧ゅ煄鍘?
15708,8000,218.06,50000,0,瀹氬叴鍘?
15709,17850,465.9,32000,1,鍞愬幙
15710,13200,286.94,42000,0,楂橀槼鍘?
15711,4000,130.94,35000,1,瀹瑰煄鍘?
15712,8975,293.79,52800,0,娑炴簮鍘?
15713,30000,768.19,140000,0,鏈涢兘鍘?
15714,7500,263.65,85000,1,瀹夋柊鍘?
15715,5000,107.7,108000,0,鏄撳幙
15716,6000,131.93,72000,0,鏇查槼鍘?
15717,4800,146.01,50000,0,锠″幙
15718,6000,199.26,72000,0,椤哄钩鍘?
15719,12000,361.92,72000,0,鍗氶噹鍘?
15720,15500,376.85,49000,0,闆勫幙
15721,16000,351.81,73000,0,娑垮窞甯?
15722,14400,444.57,92000,0,瀹氬窞甯?
15723,7000,235.83,65000,0,瀹夊浗甯?
15724,6000,142.08,38480,0,楂樼搴楀競
15725,3150,103.12,15300,0,寮犲鍙ｅ競
15726,5000,155.51,26004,0,妗ヤ笢鍖?
15727,17000,373.79,50000,0,妗ヨタ鍖?
15728,4000,120.64,45000,0,瀹ｅ寲鍖?
15729,15000,527.29,80000,0,涓嬭姳鍥尯
15730,12000,246.15,60000,1,涓囧叏鍖?
15731,14100,478.42,48000,0,宕囩ぜ鍖?
15732,9000,320.39,36000,1,寮犲寳鍘?
15733,11200,366.63,132000,0,搴蜂繚鍘?
15734,30000,697.9,195000,0,娌芥簮鍘?
15735,20000,691.26,120602.4,0,灏氫箟鍘?
15736,10000,308.73,30000,0,钄氬幙
15737,9000,284.07,91200,1,闃冲師鍘?
15738,20000,736.06,130000,0,鎬€瀹夊幙
15739,10200,317.24,42000,0,鎬€鏉ュ幙
15740,7200,222.29,34200,0,娑块箍鍘?
15741,33000,733.91,150000,0,璧ゅ煄鍘?
15742,20000,465.27,50004,0,瀹氬叴鍘?
15743,7000,225.84,35350,0,鍞愬幙
15744,3200,104.15,28000,0,楂橀槼鍘?
15745,17050,432.87,35000,1,瀹瑰煄鍘?
15746,20000,473.6,95000,0,娑炴簮鍘?
15747,8000,243.34,50000,0,鏈涢兘鍘?
15748,9250,238.89,53376,0,瀹夋柊鍘?
15749,15000,488.18,74028,0,鏄撳幙
15750,15600,383.44,30720,0,鏇查槼鍘?
15751,9200,209.29,80000,0,锠″幙
15752,4250,144.21,45600,0,椤哄钩鍘?
15753,19400,421.71,140000,0,鍗氶噹鍘?
15754,18000,409.47,138257,0,闆勫幙
15755,25000,592,65000,0,娑垮窞甯?
15756,6500,197.72,42000,0,瀹氬窞甯?
15757,10425,343.73,98320,0,瀹夊浗甯?
15758,10000,308.73,41000,0,楂樼搴楀競
15759,4800,144.77,48000,0,寮犲鍙ｅ競
15760,3200,114.88,35004,0,妗ヤ笢鍖?
15761,3000,63.73,30000,0,妗ヨタ鍖?
15762,16000,396.7,28056,1,瀹ｅ寲鍖?
15763,30000,830.45,156600,0,涓嬭姳鍥尯
15764,16000,347.8,65000,0,涓囧叏鍖?
15765,9600,323.42,78000,0,宕囩ぜ鍖?
15766,6000,186.61,75000,0,寮犲寳鍘?
15767,5400,162.87,33600,0,搴蜂繚鍘?
15768,10000,332.1,45000,1,娌芥簮鍘?
15769,14000,475.03,69996,0,灏氫箟鍘?
15770,4000,134.76,27993,0,钄氬幙
15771,12000,263.86,93318,0,闃冲師鍘?
15772,4000,105.29,34800,0,鎬€瀹夊幙
15773,2000,65.47,32496,1,鎬€鏉ュ幙
15774,10000,351.53,90000,1,娑块箍鍘?
15775,12000,373.22,76663,0,璧ゅ煄鍘?
15776,5000,169.66,68004,0,瀹氬叴鍘?
15777,28800,534.99,92000,1,鍞愬幙
15778,25000,431.97,105000,0,楂橀槼鍘?
15779,25975,597.55,61000,0,瀹瑰煄鍘?
15780,5725,197.88,22404,1,娑炴簮鍘?
15781,8000,194.51,65000,0,鏈涢兘鍘?
15782,5000,157.82,131004,0,瀹夋柊鍘?
15783,6725,207.62,36000,1,鏄撳幙
15784,12000,258.47,56000,1,鏇查槼鍘?
15785,6000,142.08,84996,0,锠″幙
