,loan_amnt,installment,annual_inc,result,type
19054,15000,364.94,57444,0,蓟州区
19055,4000,131.17,25000,0,河北省
19056,7000,215.89,25000,0,石家庄市
19057,16450,403.54,40000,1,长安区
19058,6000,194.65,39000,1,桥西区
19059,12000,372.12,32000,0,新华区
19060,9125,299.22,100000,0,井陉矿区
19061,12000,306.36,105000,0,裕华区
19062,14500,488.99,58000,0,藁城区
19063,3200,96.52,33000,0,鹿泉区
19064,24000,875.15,105000,0,栾城区
19065,8400,286.28,38376,0,井陉县
19066,3000,97.33,35000,0,正定县
19067,2200,76.97,50004,0,行唐县
19068,8900,190.73,80000,0,灵寿县
19069,5275,122.2,90000,0,高邑县
19070,8800,208.94,110313,0,深泽县
19071,8000,241.28,57000,0,赞皇县
19072,11625,375.11,96000,0,无极县
19073,13600,424.05,83600,0,平山县
19074,12000,372.12,114400,0,元氏县
19075,12000,391.39,51996,0,赵县
19076,35000,893.54,163556.22,0,辛集市
19077,5650,176.17,61200,0,晋州市
19078,3000,97.33,40000,1,新乐市
19079,25000,623.2,50000,1,唐山市
19080,8525,293.61,90000,1,路南区
19081,5000,151.64,198171.96,0,路北区
19082,20000,510.6,75000,0,古冶区
19083,7200,224.5,35000,0,开平区
19084,10750,326.02,42000,1,丰南区
19085,5000,151.64,45000,0,丰润区
19086,5000,174.93,52000,0,曹妃甸区
19087,35000,872.48,85000,0,滦南县
19088,15000,505.85,45000,0,怀柔区
19089,10000,241.33,54000,0,平谷区
19090,12000,363.93,37500,0,密云区
19091,35000,851.51,92000,1,延庆区
19092,10000,308.41,37200,0,天津市
19093,11000,356.86,49000,0,天津市市辖区
19094,4750,154.1,20000,0,和平区
19095,6000,187.08,77385.19,0,河东区
19096,4200,130.25,61600,0,河西区
19097,15000,486.62,68000,0,南开区
19098,15000,513.91,140000,0,河北区
19099,1000,32.45,10000,1,红桥区
19100,6000,180.96,38000,0,东丽区
19101,1200,40.47,16800,0,西青区
19102,4000,120.64,50000,0,津南区
19103,15000,491.87,92000,0,北辰区
19104,7000,167.57,75000,1,武清区
19105,12175,275.03,106000,0,宝坻区
19106,1500,33.89,21000,0,滨海新区
19107,16000,392.5,78000,0,宁河区
19108,20000,506.57,82000,0,静海区
19109,14800,507.06,125000,0,蓟州区
19110,35000,865.52,96000,0,河北省
19111,12000,370.09,72000,0,石家庄市
19112,2000,62.36,46000,0,长安区
19113,6000,180.96,72000,0,桥西区
19114,9000,196.18,50000,0,新华区
19115,4250,142.55,10380,1,井陉矿区
19116,4375,154.68,22044,1,裕华区
19117,14500,499.39,42000,0,藁城区
19118,4200,147.71,38496,1,鹿泉区
19119,14000,436.52,76000,0,栾城区
19120,10625,273.41,35000,0,井陉县
19121,7500,150.86,74000,0,正定县
19122,7200,178.05,42000,0,行唐县
19123,10000,327.91,60000,0,灵寿县
19124,10000,239.38,57000,0,高邑县
19125,12000,363.93,100000,0,深泽县
19126,3500,114.16,104000,0,赞皇县
19127,20000,451.8,50000,0,无极县
19128,15000,503.11,75600,0,平山县
19129,2100,71.2,60000,0,元氏县
19130,6000,153.18,20000,0,赵县
19131,1400,48.47,19200,1,辛集市
19132,30000,735.94,170000,0,晋州市
19133,5000,108.99,30000,0,新乐市
19134,12000,308.79,50004,0,唐山市
19135,8800,272.89,103000,0,路南区
19136,13200,323.82,87000,0,路北区
19137,14000,300.02,47068.08,1,古冶区
19138,25000,603.32,160000,0,开平区
19139,18000,416.97,46000,1,丰南区
19140,5400,167.46,75000,0,丰润区
19141,9800,206.45,40000,0,曹妃甸区
19142,9000,194.52,38792,0,滦南县
19143,12000,387.21,136000,0,怀柔区
19144,2400,72.79,60000,0,平谷区
19145,11500,259.79,47000,0,密云区
19146,4000,135.61,21000,0,延庆区
19147,4800,155.72,50000,0,天津市
19148,7000,234.79,48000,0,天津市市辖区
19149,9000,203.31,37500,0,和平区
19150,12400,404.44,56324,0,河东区
19151,13000,424.01,31000,1,河西区
19152,9450,204.25,65004,0,南开区
19153,9450,252.9,95000,0,河北区
19154,17000,423.78,62000,1,红桥区
19155,12000,385.13,180000,1,东丽区
19156,10600,257.89,40000,0,西青区
19157,10800,258.53,52000,0,津南区
19158,27300,675.11,51000,1,北辰区
19159,16000,364.55,56000,0,武清区
19160,12000,389.3,52000,0,宝坻区
19161,1500,45.5,42000,0,滨海新区
19162,4000,129.77,63500,0,宁河区
19163,35000,1173.91,80000,0,静海区
19164,8000,169.98,24000,0,蓟州区
19165,3500,106.15,92000,0,河北省
19166,13300,285.02,55000,0,石家庄市
19167,13200,282.88,41500,0,长安区
19168,12000,372.12,125000,1,桥西区
19169,35000,936.66,101000,0,新华区
19170,15000,326.96,69996,0,井陉矿区
19171,10000,310.1,115000,0,裕华区
19172,35000,851.51,135000,0,藁城区
19173,13200,409.34,72000,0,鹿泉区
19174,20000,648.83,65000,0,栾城区
19175,12000,402.49,87500,0,井陉县
19176,15000,350.35,48000,1,正定县
19177,4000,130.47,30000,0,行唐县
19178,20000,645.35,56000,0,灵寿县
19179,8000,256.76,42000,0,高邑县
19180,4500,135.72,100000,0,深泽县
19181,10000,249.28,84000,0,赞皇县
19182,8725,270.57,54000,0,无极县
19183,14125,349.3,40000,0,平山县
19184,27050,931.62,70000,0,元氏县
19185,4800,154.89,92000,0,赵县
19186,28000,703.58,76900,0,辛集市
19187,6300,204.38,70000,0,晋州市
19188,6000,193.61,14880,0,新乐市
19189,6000,194.65,30000,0,唐山市
19190,8000,193.06,154000,1,路南区
19191,3600,122.05,35000,1,路北区
19192,7800,186.71,34216,1,古冶区
19193,6500,210.87,110000,0,开平区
19194,5000,150.8,34000,0,丰南区
19195,6000,140.14,48000,1,丰润区
19196,7000,217.07,65000,0,曹妃甸区
19197,2400,74.02,12000,1,滦南县
19198,15000,398.33,40000,0,怀柔区
19199,1400,42.46,78411,0,平谷区
19200,6000,156.84,42000,1,密云区
19201,6400,169.96,18000,0,延庆区
19202,4000,129.77,46000,0,天津市
19203,10000,320.94,205000,0,天津市市辖区
19204,5000,168.62,50004,0,和平区
19205,21600,542.76,88000,1,河东区
19206,35000,865.52,101000,1,河西区
19207,6400,207.63,18000,0,南开区
19208,17000,557.45,60000,0,河北区
19209,25000,638.25,72000,0,红桥区
19210,5000,163.08,51000,1,东丽区
19211,5400,167.46,62400,0,西青区
19212,9600,216.87,96000,0,津南区
19213,18400,422.72,51000,0,北辰区
19214,12800,274.3,66000,0,武清区
19215,6000,147.19,140000,1,宝坻区
19216,8000,249.44,70000,0,滨海新区
19217,7000,217.07,72500,0,宁河区
19218,7000,237.32,41600,0,静海区
19219,4000,130.47,29700,0,蓟州区
19220,6000,136.71,110000,0,河北省
19221,2150,72.51,336000,0,石家庄市
19222,13700,296.1,55610,0,长安区
19223,7350,226.68,12480,0,桥西区
19224,17000,370.56,59000,0,新华区
19225,10000,214.3,60000,1,井陉矿区
19226,8000,256.76,68848,0,裕华区
19227,3500,114.77,74880,0,藁城区
19228,6000,144.8,50004,0,鹿泉区
19229,2500,77.11,31577,0,栾城区
19230,12000,372.12,61000,0,井陉县
19231,10000,349.85,36712,0,正定县
19232,6500,212.01,52000,0,行唐县
19233,8075,272.32,54000,0,灵寿县
19234,35000,844.64,93000,0,高邑县
19235,16000,389.26,54500,0,深泽县
19236,8000,256.76,65000,0,赞皇县
19237,12000,275.69,275004,0,无极县
19238,4800,161,40000,0,平山县
19239,7000,227.09,30000,0,元氏县
19240,12000,370.09,75000,0,赵县
19241,9200,225.69,41004,0,辛集市
19242,35000,879.47,65000,0,晋州市
19243,4500,139.55,32000,0,新乐市
19244,14000,479.65,81000,0,唐山市
19245,7200,242.81,49920,0,路南区
19246,12000,257.16,60000,0,路北区
19247,13000,438.4,67000,0,古冶区
19248,8500,183.72,57339,0,开平区
19249,9750,312.92,27000,0,丰南区
19250,3000,102.25,43200,0,丰润区
19251,8000,249.44,40560,0,曹妃甸区
19252,9000,280.62,42000,0,滦南县
19253,25000,603.32,122000,1,怀柔区
19254,5600,173.66,52800,0,平谷区
19255,5000,170.41,55000,0,密云区
19256,10400,324.27,76248,0,延庆区
19257,12000,277.98,83000,0,天津市
19258,10000,214.3,38004,0,天津市市辖区
19259,8125,186.67,107000,0,和平区
19260,19000,488.91,70000,0,河东区
19261,10000,324.42,55000,0,河西区
19262,16200,403.84,53000,1,南开区
19263,8000,249.44,81900,0,河北区
19264,3600,91.91,30000,1,红桥区
19265,16000,389.26,114000,0,东丽区
19266,6300,203.29,54000,0,西青区
19267,10800,334.91,84000,0,津南区
19268,8000,258.14,68120,0,北辰区
19269,5000,119.69,63000,0,武清区
19270,35000,851.51,87500,0,宝坻区
19271,10575,287.4,110000,0,滨海新区
19272,6000,120.69,98899.39,0,宁河区
19273,18000,583.95,110000,0,静海区
19274,24000,579.18,110000,1,蓟州区
19275,6500,130.75,30000,0,河北省
19276,12000,385.13,95000,0,石家庄市
19277,9600,311.44,97500,0,长安区
19278,4800,167.06,14004,0,桥西区
19279,10000,324.42,115000,0,新华区
19280,5000,161.34,33000,0,井陉矿区
19281,13600,438.84,68000,0,裕华区
19282,18000,580.81,68004,0,藁城区
19283,1500,48.15,30000,1,鹿泉区
19284,8400,260.49,63000,0,栾城区
19285,11200,349.22,92000,0,井陉县
19286,2500,86.56,135000,0,正定县
19287,9500,288.11,100000,0,行唐县
19288,15000,527.51,216000,0,灵寿县
19289,9000,272.95,33000,0,高邑县
19290,12000,393.5,115000,0,深泽县
19291,7500,232.58,65000,0,赞皇县
19292,10000,237.43,35000,0,无极县
19293,8000,241.28,60000,0,平山县
19294,11000,235.73,234000,0,元氏县
19295,4800,103.75,40000,0,赵县
19296,2400,77.03,106000,0,辛集市
19297,15000,530.33,62972,0,晋州市
19298,9600,299.33,42000,0,新乐市
19299,6000,128.58,63000,0,唐山市
19300,10000,212.48,28000,1,路南区
19301,4000,86.46,41000,0,路北区
19302,35000,858.59,76000,1,古冶区
19303,6000,185.05,126000,0,开平区
19304,13000,326.66,50000,1,丰南区
19305,15000,505.85,48000,0,丰润区
19306,12000,273.41,75000,0,曹妃甸区
19307,5000,99.7,61200,0,滦南县
19308,3000,90.99,30000,0,怀柔区
19309,2000,45.57,36000,0,平谷区
19310,25000,603.32,60000,0,密云区
19311,15000,481.41,84000,0,延庆区
19312,5750,192.86,38970.81,0,天津市
19313,30000,1093.93,100000,0,天津市市辖区
19314,24000,642.29,117996,0,和平区
19315,6000,204.49,145000,0,河东区
19316,4000,120.64,32000,1,河西区
19317,9000,277.57,92000,0,南开区
19318,3000,92.53,58000,0,河北区
19319,10000,310.1,73000,0,红桥区
19320,3000,90.99,27000,0,东丽区
19321,16000,542.43,100000,0,西青区
19322,9000,311.6,63000,0,津南区
19323,5000,154.21,55000,0,北辰区
19324,10000,324.42,157656,1,武清区
19325,3000,71.82,44400,0,宝坻区
19326,7000,150.01,42000,0,滨海新区
19327,15000,505.85,48000,0,宁河区
19328,10800,243.97,52000,0,静海区
19329,10000,308.41,100000,0,蓟州区
19330,35000,872.48,74500,0,河北省
19331,6000,192.57,71500,0,石家庄市
19332,23500,571.73,60000,0,长安区
19333,12000,417.64,125000,0,桥西区
19334,6000,186.06,64000,0,新华区
19335,20000,494.59,50000,0,井陉矿区
19336,25000,648.38,55000,0,裕华区
19337,12000,308.79,59670,0,藁城区
19338,3000,92.53,37200,0,鹿泉区
19339,6000,194.65,40000,0,栾城区
19340,6000,185.05,75000,0,井陉县
19341,6500,146.84,45000,0,正定县
19342,11750,419.74,72000,0,行唐县
19343,7500,254.27,28800,0,灵寿县
19344,35000,865.52,87000,0,高邑县
19345,9000,295.12,37000,0,深泽县
19346,12000,428.67,50000,0,赞皇县
19347,8000,272.65,125000,0,无极县
19348,12875,273.56,37000,0,平山县
19349,12000,372.12,36000,0,元氏县
19350,14600,372.74,42000,0,赵县
19351,17000,417.03,75000,1,辛集市
19352,16000,402.05,57000,0,晋州市
19353,10000,320.94,90000,0,新乐市
19354,6600,143.87,38400,1,唐山市
19355,3600,108.58,93600,0,路南区
19356,4000,136.33,40000,0,路北区
19357,4000,120.64,92000,0,古冶区
19358,7000,215.89,54996,0,开平区
19359,7200,164.05,56500,1,丰南区
19360,2600,92.4,38000,0,丰润区
19361,15300,351.5,125000,0,曹妃甸区
19362,13000,283.37,30000,0,滦南县
19363,16000,395.67,168000,0,怀柔区
19364,8775,295.92,42240,0,平谷区
19365,8800,285.49,119000,0,密云区
19366,7875,182.43,79150,0,延庆区
19367,17000,390.56,70000,0,天津市
19368,19200,459.6,59000,0,天津市市辖区
19369,10000,311.8,30000,0,和平区
19370,4000,129.07,58000,0,河东区
19371,15000,484.01,54996,0,河西区
19372,8000,248.08,96000,0,南开区
19373,15000,505.85,37600,0,河北区
19374,9600,314.8,40000,0,红桥区
19375,2000,62.36,38400,0,东丽区
19376,16000,565.68,110000,0,西青区
19377,3000,93.03,72054,0,津南区
19378,12000,372.12,76494,0,北辰区
19379,10000,311.8,132000,0,武清区
19380,14000,472.13,45000,0,宝坻区
19381,11000,341.11,55400,0,滨海新区
19382,8900,287.18,116400,0,宁河区
19383,31050,1063.79,95000,0,静海区
19384,5000,170.41,67200,0,蓟州区
19385,10000,308.41,60000,0,河北省
19386,16000,389.26,99504,0,石家庄市
19387,5000,151.64,78000,0,长安区
19388,20000,482.65,45050,0,桥西区
19389,12000,374.16,72800,0,新华区
19390,7000,150.01,50000,0,井陉矿区
19391,13000,283.37,42996,0,裕华区
19392,6000,120.69,29544,0,藁城区
19393,12000,254.97,32140.8,0,鹿泉区
19394,3500,106.15,35100,0,栾城区
19395,25000,598.43,65004,0,井陉县
19396,15850,367.17,55680,0,正定县
19397,15000,401.43,84996,1,行唐县
19398,29000,740.36,76000,0,灵寿县
19399,15000,486.62,60000,0,高邑县
19400,12000,391.39,150000,0,深泽县
19401,20000,510.6,59000,0,赞皇县
19402,32000,772.24,104000,0,无极县
19403,9000,291.98,50400,0,平山县
19404,12000,391.39,83000,0,元氏县
19405,15000,344.61,61000,0,赵县
19406,7500,240.71,36000,0,辛集市
19407,15000,389.03,58000,0,晋州市
19408,13000,445.39,60000,0,新乐市
19409,25000,658.74,195000,0,唐山市
19410,10000,212.48,45000,0,路南区
19411,13800,430.29,105000,0,路北区
19412,5000,151.64,130000,0,古冶区
19413,7000,173.11,70000,1,开平区
19414,6000,128.58,118800,0,丰南区
19415,5000,169.51,55000,0,丰润区
19416,10000,251.28,62000,0,曹妃甸区
19417,6000,135.54,50000,0,滦南县
19418,15600,382.69,74500,1,怀柔区
19419,2400,77.86,38000,0,平谷区
19420,35000,1192.83,79000,0,密云区
19421,6000,195.7,50000,0,延庆区
19422,9000,279.09,65000,0,天津市
19423,19800,517.56,105000,0,天津市市辖区
19424,6625,206.57,69063.72,0,和平区
19425,4800,155.72,31200,1,河东区
19426,10000,324.42,60000,0,河西区
19427,8500,262.15,42000,0,南开区
19428,10000,216.13,48000,1,河北区
19429,18000,437.92,45000,0,红桥区
19430,6000,154.4,130000,1,东丽区
19431,15000,484.01,96120.12,0,西青区
19432,7300,226.38,50000,0,津南区
19433,30000,1038.64,130000,0,北辰区
19434,24000,817.94,106000,0,武清区
19435,35000,879.47,130000,0,宝坻区
19436,14550,314.47,50000,0,滨海新区
19437,30000,741.88,170000,1,宁河区
19438,18000,392.36,70800,0,静海区
19439,4000,129.07,185000,1,蓟州区
19440,24000,782.78,85000,0,河北省
19441,10000,311.8,65000,0,石家庄市
19442,2500,81.11,36500,0,长安区
19443,4375,131.95,17760,0,桥西区
19444,12000,419.82,70000,0,新华区
19445,6000,187.08,68000,1,井陉矿区
19446,5000,163.08,45000,0,裕华区
19447,1800,55.52,14400,0,藁城区
19448,10000,311.8,80000,0,鹿泉区
19449,20000,535.24,52000,0,栾城区
19450,3000,101.17,38000,0,井陉县
19451,7275,219.42,16000,0,正定县
19452,10000,237.43,40000,0,行唐县
19453,5000,155.9,61000,0,灵寿县
19454,5000,107.15,38000,0,高邑县
19455,14000,484.7,57000,0,深泽县
19456,6000,196.75,59366,0,赞皇县
19457,15875,380.01,36000,0,无极县
19458,15000,382.95,35000,0,平山县
19459,35000,1173.91,144000,0,元氏县
19460,9925,334.7,24168,0,赵县
19461,21000,681.27,200000,0,辛集市
19462,21850,523.03,60000,0,晋州市
19463,15000,359.06,70000,0,新乐市
19464,12000,370.09,154000,0,唐山市
19465,4000,120.64,40000,0,路南区
19466,3000,98.38,55000,0,路北区
19467,5000,120.67,24000,1,古冶区
19468,13000,403.13,36000,0,开平区
19469,12000,391.39,90000,0,丰南区
19470,1500,50.86,47800,0,丰润区
19471,28000,918.15,151200,0,曹妃甸区
19472,14000,434.14,57600,0,滦南县
19473,7200,234.84,117000,0,怀柔区
19474,7000,163.5,59000,0,平谷区
19475,10000,233.57,79000,0,密云区
19476,1800,54.29,33000,0,延庆区
19477,8000,180.72,139000,1,天津市
19478,8500,257.78,66200,0,天津市市辖区
19479,4600,117.44,36636,1,和平区
19480,4525,108.32,48000,0,河东区
19481,27000,662.34,94800,1,河西区
19482,27500,927.38,70000,0,南开区
19483,13000,283.37,86000,0,河北区
19484,15000,489.24,76000,0,红桥区
19485,16000,421.6,77368,0,东丽区
19486,12000,389.3,145000,0,西青区
19487,30000,765.89,210000,0,津南区
19488,14000,436.52,201000,0,北辰区
19489,2700,83.73,15000,0,武清区
19490,10625,375.65,34560,0,宝坻区
19491,17000,585.49,92000,0,滨海新区
19492,10000,263.5,54777,0,宁河区
19493,5875,202.34,56000,0,静海区
19494,35000,951.21,58000,1,蓟州区
19495,8000,241.28,53688,0,河北省
19496,10500,251.35,43160,0,石家庄市
19497,12000,275.69,75000,1,长安区
19498,10000,348.03,108000,0,桥西区
19499,9500,286.52,55000,0,新华区
19500,7000,218.26,60000,0,井陉矿区
19501,5500,191.42,50000,0,裕华区
19502,9000,271.44,36000,0,藁城区
19503,2500,77.95,42228,1,鹿泉区
19504,4000,121.31,48000,0,栾城区
19505,12000,271.08,71500,0,井陉县
19506,8800,283.96,100000,0,正定县
19507,6625,206.57,77385.19,0,行唐县
19508,4500,140.31,35000,0,灵寿县
19509,28000,714.83,85000,0,高邑县
19510,26000,622.37,52000,0,深泽县
19511,8400,180.01,70000,0,赞皇县
19512,12000,277.98,49000,1,无极县
19513,8000,268.33,114000,0,平山县
19514,12250,315.22,52000,0,元氏县
19515,5000,116.79,40000,0,赵县
19516,17250,393.03,89000,0,辛集市
19517,4000,129.77,150000,0,晋州市
19518,9600,297.7,50500,0,新乐市
19519,10000,311.8,65000,0,唐山市
19520,10000,259.36,110000,0,路南区
19521,25000,643.3,72000,0,路北区
19522,6000,206.65,40000,0,古冶区
19523,10000,303.27,150000,0,开平区
19524,6000,181.97,61500,0,丰南区
19525,5600,173.66,52000,0,丰润区
19526,9750,316.31,68000,0,曹妃甸区
19527,6000,187.08,47000,0,滦南县
19528,7025,211.88,20000,0,怀柔区
19529,12000,363.93,80000,0,平谷区
19530,10000,322.68,50000,0,密云区
19531,10000,308.41,52000,0,延庆区
19532,6000,181.97,45378,0,天津市
19533,9125,276.74,45000,0,天津市市辖区
19534,3000,90.48,43500,0,和平区
19535,5000,160.47,60000,0,河东区
19536,12000,393.5,53000,0,河西区
19537,10000,320.94,158000,0,南开区
19538,5000,155.05,48000,0,河北区
19539,11500,369.08,71738,0,红桥区
19540,8000,262.33,46000,0,东丽区
19541,3000,93.03,30000,0,西青区
19542,15600,379.53,46800,0,津南区
19543,8400,260.49,117014,0,北辰区
19544,5000,169.51,53760,0,武清区
19545,8000,171.44,59400,1,宝坻区
19546,13000,313.73,70000,0,滨海新区
19547,4000,92.66,70000,1,宁河区
19548,4200,134.8,40000,0,静海区
19549,20000,467.13,75000,0,蓟州区
19550,2500,80.67,36000,0,河北省
19551,12000,372.12,61000,0,石家庄市
19552,12000,306.36,67200,1,长安区
19553,13800,335.74,107000,1,桥西区
19554,21850,553.43,60000,0,新华区
19555,25000,608.22,70800,1,井陉矿区
19556,6600,141.44,44000,0,裕华区
19557,10000,308.41,51000,0,藁城区
19558,21000,519.32,81000,0,鹿泉区
19559,4000,124.04,14400,0,栾城区
19560,8000,172.91,45996,0,井陉县
19561,15000,395.25,38400,0,正定县
19562,35000,872.48,84615,0,行唐县
19563,20700,491.48,56500,0,灵寿县
19564,10500,325.61,35220,0,高邑县
19565,5000,168.62,120000,0,深泽县
19566,22500,602.14,145000,0,赞皇县
19567,3200,97.05,55000,0,无极县
19568,2800,56.32,59385.6,0,平山县
19569,10000,324.42,110000,0,元氏县
19570,12000,287.25,60000,1,赵县
19571,5000,163.08,55000,1,辛集市
19572,5250,163.7,24000,1,晋州市
19573,5700,177.73,72800,0,新乐市
19574,7200,165.42,108000,0,唐山市
19575,2200,68.23,36000,1,路南区
19576,6000,185.05,58000,0,路北区
19577,9200,296.86,62000,0,古冶区
19578,25000,633.21,80000,0,开平区
19579,12250,397.41,25960,0,丰南区
19580,14000,340.61,130000,0,丰润区
19581,4200,103.04,43596,1,曹妃甸区
19582,8000,201.03,110000,0,滦南县
19583,8000,191.5,25000,0,怀柔区
19584,25000,603.32,65000,0,平谷区
19585,14125,428.37,48000,0,密云区
19586,21850,705.04,103000,0,延庆区
19587,4800,161,50000,0,天津市
19588,6000,187.08,52000,0,天津市市辖区
19589,8875,178.52,36000,0,和平区
19590,18225,588.07,49000,0,河东区
19591,12000,372.12,89000,0,河西区
19592,25475,609.8,100000,0,南开区
19593,10000,233.57,47052,0,河北区
19594,7600,260.38,51996,0,红桥区
19595,2400,81.8,30996,0,东丽区
19596,8800,288.56,50000,0,西青区
19597,12000,372.12,56000,0,津南区
19598,11000,331.76,38400,0,北辰区
19599,9000,291.98,42597,0,武清区
19600,6000,147.19,43920,0,宝坻区
19601,12600,392.87,88824,0,滨海新区
19602,16000,521.86,64000,0,宁河区
19603,9950,300.1,100000,0,静海区
19604,13300,326.27,89200,1,蓟州区
19605,4500,138.79,95000,0,河北省
19606,4000,129.07,28008,0,石家庄市
19607,8000,269.79,42500,0,长安区
19608,7200,175.17,42500,0,桥西区
19609,6500,212.01,75000,0,新华区
19610,5000,154.21,99000,0,井陉矿区
19611,3050,94.59,60000,0,裕华区
19612,12000,393.5,125000,0,藁城区
19613,12000,372.12,50000,0,鹿泉区
19614,20000,688.81,42000,0,栾城区
19615,12000,370.09,145000,0,井陉县
19616,14625,490.53,80000,0,正定县
19617,4000,139.94,30000,0,行唐县
19618,10500,380.92,39204,0,灵寿县
19619,6000,206.65,30652,0,高邑县
19620,20000,652.32,60000,0,深泽县
19621,6000,187.08,40800,0,赞皇县
19622,5500,171.49,170000,0,无极县
19623,10000,339.02,62000,0,平山县
19624,10500,342.47,74000,0,元氏县
19625,5400,121.99,99996,1,赵县
19626,11900,257.2,61000,0,辛集市
19627,4500,138.79,30996,0,晋州市
19628,12000,273.41,32000,0,新乐市
19629,12000,393.5,69996,1,唐山市
19630,10000,217.98,43000,0,路南区
19631,13375,412.5,59000,0,路北区
19632,10000,324.42,81000,0,古冶区
19633,12000,393.5,40000,0,开平区
19634,15000,389.03,57000,0,丰南区
19635,10800,333.08,300000,0,丰润区
19636,9000,301.87,91200,0,曹妃甸区
19637,4800,144.77,40000,0,滦南县
19638,22000,552.81,91000,1,怀柔区
19639,10800,333.08,40000,0,平谷区
19640,3000,93.54,25200,0,密云区
19641,2000,61.69,36000,0,延庆区
19642,35000,879.47,113000,1,天津市
19643,9000,277.57,57248,0,天津市市辖区
19644,10000,337.23,35000,1,和平区
19645,11000,333.6,110000,0,河东区
19646,20000,648.83,51319,0,河西区
19647,4000,120.64,57600,0,南开区
19648,5000,133.81,36000,0,河北区
19649,5000,155.05,66000,0,红桥区
19650,5500,179.39,60000,0,东丽区
19651,2000,62.02,30000,0,西青区
19652,8000,249.44,90000,0,津南区
19653,14825,317.7,37000,0,北辰区
19654,10000,310.1,18000,0,武清区
19655,6325,126.11,60000,0,宝坻区
19656,21125,481.31,67000,0,滨海新区
19657,12000,284.92,50000,0,宁河区
19658,14000,302.59,70000,0,静海区
19659,12000,277.98,50000,0,蓟州区
19660,13000,278.59,50000,0,河北省
19661,15000,486.62,75000,0,石家庄市
19662,1200,40.25,44664,0,长安区
19663,20000,674.46,114000,0,桥西区
19664,7000,162.16,43000,0,新华区
19665,10000,308.41,31000,0,井陉矿区
19666,8500,288.17,25000,0,裕华区
19667,6000,186.06,51000,0,藁城区
19668,35000,858.59,75000,0,鹿泉区
19669,5000,108.07,72350,0,栾城区
19670,6000,193.61,24000,0,井陉县
19671,7000,139.57,99996,0,正定县
19672,7800,241.88,60000,0,行唐县
19673,20000,502.56,129996,0,灵寿县
19674,10000,253.29,45000,0,高邑县
19675,5000,151.64,25040,0,深泽县
19676,4000,129.77,57000,0,赞皇县
19677,12000,387.21,53851,0,无极县
19678,3000,96.29,77200,0,平山县
19679,10000,327.91,65000,0,元氏县
19680,6000,180.96,59600,0,赵县
19681,10000,326.16,29000,0,辛集市
19682,12000,424.26,104000,0,晋州市
19683,16800,422.15,40000,0,新乐市
19684,16000,421.6,36400,0,唐山市
19685,18550,426.17,70000,0,路南区
19686,10000,311.8,35000,0,路北区
19687,6000,129.68,44000,0,古冶区
19688,26500,655.33,51000,1,开平区
19689,20000,455.68,120000,0,丰南区
19690,15000,503.11,38400,0,丰润区
19691,12000,391.39,110000,0,曹妃甸区
19692,30000,759.85,155000,0,滦南县
19693,5000,112.95,53000,0,怀柔区
19694,25000,603.32,61000,0,平谷区
19695,11000,368.95,51996,1,密云区
19696,20000,467.13,34485.72,0,延庆区
19697,5500,171.49,42000,0,天津市
19698,9800,321.36,60000,0,天津市市辖区
19699,14400,464.65,72000,0,和平区
19700,16000,373.71,50000,0,河东区
19701,8000,276.98,99085,0,河西区
19702,9000,194.52,60000,1,南开区
19703,3000,90.99,19200,0,河北区
19704,6000,202.34,65000,0,红桥区
19705,22000,737.89,97000,0,东丽区
19706,11400,266.27,49632,1,西青区
19707,6000,186.06,65004,0,津南区
19708,2800,61.04,78000,0,北辰区
19709,6000,126.4,51012,0,武清区
19710,10000,310.1,80000,0,宝坻区
19711,14500,313.39,45000,0,滨海新区
19712,15000,530.33,97000,0,宁河区
19713,3700,120.04,60000,0,静海区
19714,25000,852.02,59000,1,蓟州区
19715,10000,214.3,42000,0,河北省
19716,20000,455.68,98000,0,石家庄市
19717,14000,305.17,49000,0,长安区
19718,10000,346.22,37500,0,桥西区
19719,7000,211.12,45000,0,新华区
19720,4000,135.61,50000,0,井陉矿区
19721,1800,57.77,32496,0,裕华区
19722,6950,216.7,14400,1,藁城区
19723,2500,62.32,54996,1,鹿泉区
19724,5650,193.58,36000,0,栾城区
19725,16000,519.06,72000,0,井陉县
19726,10200,309.34,83500,0,正定县
19727,24000,647.26,68000,1,行唐县
19728,4675,150.85,50000,0,灵寿县
19729,12000,363.93,140000,0,高邑县
19730,10000,308.41,73500,0,深泽县
19731,2100,70.82,72000,0,赞皇县
19732,8000,246.73,91000,0,无极县
19733,12000,306.36,105000,0,平山县
19734,7500,169.43,33260,1,元氏县
19735,6300,154.55,96000,0,赵县
19736,5000,163.08,35184,0,辛集市
19737,20000,490.63,42500,0,晋州市
19738,7000,212.29,100000,0,新乐市
19739,10000,311.8,64000,0,唐山市
19740,20500,661.48,84000,0,路南区
19741,8000,259.53,65000,0,路北区
19742,5000,155.9,24000,1,古冶区
19743,25000,643.3,56000,0,开平区
19744,10000,303.27,26000,0,丰南区
19745,6000,203.41,85000,0,丰润区
19746,10800,352.25,60000,0,曹妃甸区
19747,5000,120.67,50000,0,滦南县
19748,12400,384.53,78000,0,怀柔区
19749,14400,353.25,85000,0,平谷区
19750,10500,323.83,85000,0,密云区
19751,6000,186.06,57006,0,延庆区
19752,8000,275.53,62000,1,天津市
